City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,poum,-20.2333,164.0167,300.05,79,5,7.81,NC,1680224288
278,mehamn,71.0357,27.8492,265.1,92,40,7.2,NO,1680224257
279,srednekolymsk,67.45,153.6833,266.7,84,97,3.71,RU,1680224711
280,walvis bay,-22.9575,14.5053,287.12,95,2,1.49,NA,1680224711
281,pervomayskiy,53.2485,40.2871,277.58,97,100,5.56,RU,1680224711
282,moron,-34.6534,-58.6198,294.81,82,27,2.5,AR,1680224712
283,viedma,-40.8135,-62.9967,286.87,52,96,6.35,AR,1680224568
284,aklavik,68.2191,-135.0107,261.78,84,99,5.11,CA,1680224310
285,vestmannaeyjar,63.4427,-20.2734,278.72,87,100,6.19,IS,1680224302
286,alice springs,-23.7,133.8833,288.9,94,75,4.63,AU,1680224325
287,tessalit,20.1986,1.0114,297.71,9,0,6.09,ML,1680224286
288,pimentel,-6.8367,-79.9342,297.31,94,100,3.09,PE,1680224713
289,saint-augustin,51.226,-58.6502,271.43,89,58,1.47,CA,1680224362
290,baykit,61.67,96.37,254.16,97,98,1.51,RU,1680224295
291,saldanha,-33.0117,17.9442,288.18,83,0,7.1,ZA,1680224339
292,kruisfontein,-34.0033,24.7314,285.86,93,14,2.47,ZA,1680224303
293,manicore,-5.8092,-61.3003,296.49,98,100,0.88,BR,1680224713
294,yulara,-25.2406,130.9889,294.76,44,100,6.94,AU,1680224351
295,mimoso do sul,-21.0642,-41.3664,296.21,84,100,0.86,BR,1680224713
296,tyrma,50.0833,132.1667,276.39,45,0,0.39,RU,1680224714
297,pevek,69.7008,170.3133,261.65,78,100,6.53,RU,1680224314
298,yumen,40.2833,97.2,283.68,14,5,3.17,CN,1680224271
299,fort nelson,58.8053,-122.7002,272.56,83,100,2.57,CA,1680224714
300,pytalovo,57.0679,27.9138,273.26,96,100,2.63,RU,1680224714
301,karasburg,-28.0167,18.75,290.73,27,5,3.49,NA,1680224714
302,weligama,5.9667,80.4167,297.54,91,6,1.41,LK,1680224714
303,dikson,73.5069,80.5464,247.0,100,100,3.9,RU,1680224258
304,ixtapa,20.7,-105.2,297.16,79,100,0.89,MX,1680224715
305,libreville,0.3925,9.4537,301.16,78,20,1.54,GA,1680224528
306,abalak,58.1286,68.5944,265.84,88,43,1.64,RU,1680224715
307,bandar-e lengeh,26.5579,54.8807,292.21,94,0,2.06,IR,1680224715
308,ngama,11.7833,17.1667,305.88,12,100,7.96,TD,1680224715
309,atbasar,51.8,68.3333,264.35,90,9,5.7,KZ,1680224716
310,tulum,20.2167,-87.4667,297.02,83,0,1.93,MX,1680224456
311,general roca,-39.0333,-67.5833,287.94,29,63,8.61,AR,1680224716
312,mangochi,-14.4782,35.2645,293.83,95,100,1.61,MW,1680224716
313,troitskiy,57.0603,63.7481,268.18,88,6,3.56,RU,1680224716
314,provideniya,64.3833,-173.3,268.35,58,0,9.0,RU,1680224317
315,sitka,57.0531,-135.33,278.09,65,100,5.14,US,1680224307
316,pahrump,36.2083,-115.9839,283.43,43,83,1.79,US,1680224365
317,dzhalil,55.0239,52.7358,272.38,78,100,5.68,RU,1680224717
318,antofagasta,-23.65,-70.4,293.75,92,76,2.7,CL,1680224535
319,lagos,6.5833,3.75,299.33,90,100,2.26,NG,1680224720
320,tres arroyos,-38.3739,-60.2798,286.14,44,82,4.44,AR,1680224721
321,morehead,37.2711,-87.1764,289.01,33,0,0.0,US,1680224473
322,isangel,-19.55,169.2667,303.21,84,75,0.0,VU,1680224559
323,shimoda,34.6667,138.95,289.87,72,100,0.81,JP,1680224313
324,kargasok,59.0556,80.8572,261.3,89,90,4.4,RU,1680224362
325,rudnogorsk,57.2639,103.7519,263.17,79,100,4.28,RU,1680224721
326,saint-georges,12.0564,-61.7485,298.97,73,20,3.09,GD,1680224722
327,sisimiut,66.9395,-53.6735,256.86,77,0,4.07,GL,1680224572
328,karratha,-20.7377,116.8463,301.63,70,9,1.87,AU,1680224295
329,ambulu,-8.345,113.6058,299.24,82,71,0.36,ID,1680224722
330,svetlyy,54.675,20.1347,281.18,98,100,6.12,RU,1680224605
331,deputatskiy,69.3,139.9,252.48,96,100,1.77,RU,1680224355
332,vrangel,42.7297,133.0839,282.17,39,0,3.04,RU,1680224723
333,esperantinopolis,-4.8667,-44.7083,295.71,98,100,1.08,BR,1680224723
334,college,64.8569,-147.8028,274.87,51,75,0.0,US,1680224341
335,virginia beach,36.8529,-75.978,281.49,68,0,0.45,US,1680224726
336,garissa,-0.4536,39.6401,299.69,72,16,5.8,KE,1680224726
337,siirt,37.9326,41.9403,277.08,78,100,1.84,TR,1680224726
338,saint-leu,-21.15,55.2833,298.61,94,18,1.54,RE,1680224726
339,northam,51.0333,-4.2167,284.05,95,100,9.61,GB,1680224346
340,baillif,16.0202,-61.7463,296.87,77,10,4.72,GP,1680224726
341,brufut,13.3814,-16.7518,293.91,90,2,3.22,GM,1680224726
342,amot,59.5714,7.9877,270.24,96,100,1.59,NO,1680224727
343,chapais,49.7834,-74.8492,263.03,95,95,1.96,CA,1680224291
344,guantanamo,20.1444,-75.2092,299.91,75,6,2.1,CU,1680224727
345,eyl,7.9803,49.8164,299.36,78,6,2.98,SO,1680224727
346,aloja,57.7669,24.8825,273.3,98,100,2.41,LV,1680224727
347,priargunsk,50.3691,119.1012,275.98,68,3,3.03,RU,1680224728
348,barra do garcas,-15.89,-52.2567,296.35,70,0,0.37,BR,1680224728
349,raudeberg,61.9875,5.1352,274.52,72,80,2.48,NO,1680224323
350,glenwood springs,39.5505,-107.3248,276.6,89,100,7.2,US,1680224580
351,sola,-13.8833,167.55,303.52,79,100,1.03,VU,1680224728
352,bambous virieux,-20.3428,57.7575,299.94,89,40,5.14,MU,1680224270
353,nelson bay,-32.7167,152.15,296.48,50,0,4.02,AU,1680224729
354,samarai,-10.6167,150.6667,304.28,62,100,2.0,PG,1680224565
355,lebu,-37.6167,-73.65,285.28,81,18,7.17,CL,1680224308
356,yingcheng,30.95,113.55,290.7,57,55,1.57,CN,1680224729
357,bam,29.106,58.357,292.67,32,6,1.67,IR,1680224499
358,klaksvik,62.2266,-6.589,281.66,98,100,10.42,FO,1680224318
359,hefei,31.8639,117.2808,285.16,87,75,3.0,CN,1680224729
360,ketchikan,55.3422,-131.6461,276.14,97,100,3.07,US,1680224472
361,lompoc,34.6391,-120.4579,287.6,69,20,8.75,US,1680224267
362,kawhia,-38.0651,174.8183,290.51,65,52,2.97,NZ,1680224358
363,chiredzi,-21.05,31.6667,293.48,88,99,2.1,ZW,1680224729
364,gohana,29.1333,76.7,291.65,79,99,3.14,IN,1680224730
365,longyan,25.1072,117.0225,290.79,95,100,0.69,CN,1680224730
366,crateus,-5.1783,-40.6775,295.24,95,100,0.51,BR,1680224447
367,ilebo,-4.3167,20.5833,293.75,99,100,0.97,CD,1680224730
368,anori,-3.7728,-61.6442,296.54,98,100,1.16,BR,1680224730
369,poltavka,54.3663,71.7632,261.77,94,9,1.6,RU,1680224730
370,ambon,-3.6954,128.1814,302.23,79,40,1.54,ID,1680224730
371,tokur,53.1333,132.9,270.25,82,87,1.4,RU,1680224730
372,ayaviri,-14.8864,-70.5889,279.8,86,77,2.23,PE,1680224730
373,karatuzskoye,53.6072,92.8667,267.61,59,100,4.8,RU,1680224731
374,camacha,33.0833,-16.3333,290.83,72,0,4.63,PT,1680224322
375,lamu,-2.2717,40.902,301.27,76,95,4.69,KE,1680224731
376,broome,42.2506,-75.833,273.52,65,3,1.34,US,1680224731
377,ormara,25.2088,64.6357,297.56,74,0,5.68,PK,1680224561
378,hambantota,6.1241,81.1185,296.34,100,20,0.51,LK,1680224560
379,lusaka,-15.4067,28.2871,291.18,88,100,2.73,ZM,1680224644
380,konstantinovka,49.6167,127.9833,281.37,34,0,2.54,RU,1680224731
381,berdigestyakh,62.0989,126.6992,265.43,83,100,3.46,RU,1680224580
382,voiron,45.3639,5.5921,287.07,77,100,0.89,FR,1680224731
383,amazar,53.858,120.875,275.96,76,89,1.36,RU,1680224732
384,san vicente,-26.6167,-54.1333,291.93,87,83,0.91,AR,1680224732
385,vieques,18.425,-65.8329,298.89,79,6,5.49,PR,1680224732
386,ati,13.2154,18.3353,301.52,11,16,8.28,TD,1680224732
387,sula,15.4573,120.3955,300.31,60,96,1.64,PH,1680224732
388,del rio,29.3627,-100.8968,294.16,78,100,2.68,US,1680224696
389,stolin,51.8912,26.846,277.07,95,100,3.91,BY,1680224733
390,rodrigues alves,-7.738,-72.6509,296.18,97,99,0.44,BR,1680224733
391,narsaq,60.9167,-46.05,261.03,73,0,3.09,GL,1680224336
392,paralimni,35.0375,33.9833,281.01,57,10,2.24,CY,1680224733
393,ritchie,-29.038,24.6028,284.71,30,0,4.51,ZA,1680224733
394,lasa,46.6166,10.7002,281.5,95,97,1.31,IT,1680224318
395,pascagoula,30.3658,-88.5561,293.17,91,26,4.21,US,1680224496
396,tsaratanana,-16.7833,47.65,295.2,92,100,2.39,MG,1680224736
397,makasar,-5.14,119.4221,299.18,100,40,1.03,ID,1680224736
398,ponta do sol,32.6667,-17.1,295.44,27,6,2.12,PT,1680224257
399,yilan,24.757,121.753,293.72,79,88,1.62,TW,1680224736
400,bengkulu,-3.8004,102.2655,297.26,84,100,1.08,ID,1680224312
401,lawigan,10.487,122.0354,303.21,59,52,5.07,PH,1680224737
402,ossora,59.2353,163.0719,267.63,82,11,2.13,RU,1680224342
403,cap-aux-meules,47.3821,-61.8597,274.18,80,75,6.17,CA,1680224737
404,grand-lahou,5.1367,-5.0242,298.98,88,83,3.03,CI,1680224738
405,sorong,-0.8833,131.25,300.13,83,81,0.69,ID,1680224350
406,ostrovskoye,57.8057,42.2433,274.47,100,100,1.31,RU,1680224738
407,palmer,42.1584,-72.3287,274.95,37,0,3.58,US,1680224605
408,doha,25.2867,51.5333,295.14,64,0,3.09,QA,1680224660
409,morshansk,53.4435,41.8107,279.65,91,100,2.77,RU,1680224738
410,krasnozerskoye,53.9828,79.2374,265.43,89,6,3.96,RU,1680224738
411,kismayo,-0.3582,42.5454,300.56,73,100,6.08,SO,1680224738
412,howell,42.6073,-83.9294,278.85,76,100,2.68,US,1680224546
413,adrar,20.5022,-10.0711,298.67,9,0,6.97,MR,1680224565
414,kenai,60.5544,-151.2583,274.9,84,100,2.57,US,1680224530
415,velingara,13.15,-14.1167,302.1,31,61,4.4,SN,1680224739
416,benguela,-12.5763,13.4055,297.26,87,20,1.4,AO,1680224739
417,cairns,-16.9167,145.7667,305.96,74,7,4.12,AU,1680224739
418,peniche,39.3558,-9.3811,289.98,94,100,5.41,PT,1680224569
419,luderitz,-26.6481,15.1594,288.22,77,0,5.71,NA,1680224276
420,klimovo,52.3805,32.1923,271.77,77,7,0.66,RU,1680224739
421,egvekinot,66.3167,-179.1667,260.11,88,46,1.32,RU,1680224357
422,le vauclin,14.5452,-60.8388,299.18,69,75,5.14,MQ,1680224739
423,aykhal,66.0,111.5,251.72,95,100,4.49,RU,1680224362
424,port hawkesbury,45.6169,-61.3485,274.92,90,100,4.12,CA,1680224560
425,richards bay,-28.783,32.0377,291.89,91,99,2.99,ZA,1680224310
426,bara,10.3744,10.7288,297.84,11,11,3.1,NG,1680224284
427,dillon,34.4166,-79.3712,289.4,60,1,3.5,US,1680224740
428,genhe,50.7833,121.5167,278.44,67,9,1.86,CN,1680224740
429,luganville,-15.5333,167.1667,302.75,69,94,3.04,VU,1680224740
430,alexandria,31.2156,29.9553,286.45,52,6,5.56,EG,1680224474
431,iranshahr,27.2025,60.6848,291.34,72,0,0.0,IR,1680224741
432,batagay-alyta,67.8006,130.4114,254.83,89,100,2.0,RU,1680224741
433,costinesti,43.95,28.6333,272.73,71,7,7.31,RO,1680224471
434,wanning,18.8003,110.3967,298.75,87,87,3.71,CN,1680224333
435,karakol,42.4907,78.3936,278.31,90,100,0.96,KG,1680224741
436,atar,20.5169,-13.0499,303.53,9,100,7.1,MR,1680224605
437,raipur,21.2333,81.6333,296.23,78,20,2.06,IN,1680224666
438,hami,42.8,93.45,285.75,19,92,5.12,CN,1680224294
439,mbini,1.574,9.6134,298.97,83,86,2.23,GQ,1680224742
440,sakakah,29.9697,40.2064,284.91,56,1,7.31,SA,1680224359
441,ugoofaaru,5.6667,73.0,300.82,77,11,3.18,MV,1680224299
442,juneau,58.3019,-134.4197,278.27,91,100,7.72,US,1680224742
443,dunedin,-45.8742,170.5036,291.52,46,16,3.54,NZ,1680224314
444,plouzane,48.3833,-4.6167,285.33,76,100,15.43,FR,1680224328
445,xinyang,32.1228,114.0656,288.51,71,7,0.96,CN,1680224347
446,bundaberg,-24.85,152.35,301.05,45,2,1.34,AU,1680224742
447,gumdag,39.2061,54.5906,288.63,54,0,2.77,TM,1680224743
448,tamale,9.4008,-0.8393,303.49,25,93,0.55,GH,1680224309
449,akhisar,38.9185,27.8401,277.28,52,5,0.82,TR,1680224743
450,bantry,51.6833,-9.45,283.59,95,100,3.26,IE,1680224743
451,olga,43.7444,135.2892,283.47,39,0,3.48,RU,1680224743
452,lufilufi,-13.8745,-171.5986,304.03,72,25,1.3,WS,1680224743
453,huarmey,-10.0681,-78.1522,299.12,78,100,3.17,PE,1680224365
454,kununurra,-15.7667,128.7333,305.14,55,100,1.54,AU,1680224587
455,jitra,6.2681,100.4217,297.09,88,20,1.54,MY,1680224744
456,tiznit,29.5833,-9.5,296.18,15,0,0.29,MA,1680224744
457,tonantins,-2.8731,-67.8022,296.45,97,52,0.36,BR,1680224744
458,saint anthony,45.0205,-93.218,275.31,79,100,4.63,US,1680224255
459,romitan,39.9343,64.3814,288.12,67,0,3.09,UZ,1680224744
460,liliani,32.2065,72.9537,288.64,93,100,3.91,PK,1680224744
461,zabaykalsk,49.6333,117.3167,283.63,28,6,4.94,RU,1680224745
462,faanui,-16.4833,-151.75,301.12,73,100,3.27,PF,1680224278
463,paraiso,9.8383,-83.8656,293.63,95,63,2.05,CR,1680224745
464,susaki,33.3667,133.2833,287.19,58,99,2.07,JP,1680224745
465,aleksandrov gay,50.147,48.5704,277.75,69,100,7.83,RU,1680224745
466,asfi,32.2994,-9.2372,290.26,59,7,4.89,MA,1680224746
467,denpasar,-8.65,115.2167,301.96,79,20,1.03,ID,1680224038
468,yuksekova,37.5736,44.2872,272.93,92,100,2.56,TR,1680224746
469,jacareacanga,-6.2222,-57.7528,296.35,98,100,0.94,BR,1680224585
470,winfield,37.2398,-96.9956,289.58,91,100,8.75,US,1680224746
471,sevierville,35.8681,-83.5618,288.15,38,40,0.0,US,1680224746
472,santa cruz,-17.8,-63.1667,299.85,78,40,2.06,BO,1680224308
473,uren,57.4552,45.7852,276.75,94,100,3.51,RU,1680224746
474,port macquarie,-31.4333,152.9167,296.42,38,1,1.64,AU,1680224585
475,gladstone,-23.85,151.25,301.11,51,0,3.09,AU,1680224747
476,nombre de dios,23.85,-104.2333,295.77,20,100,5.57,MX,1680224747
477,svetlogorsk,52.6333,29.7333,270.15,93,100,2.97,BY,1680224747
478,quatre cocos,-20.2078,57.7625,299.87,86,47,5.0,MU,1680224106
479,goulburn,-34.75,149.7167,289.7,55,0,2.24,AU,1680224747
480,bambanglipuro,-7.95,110.2833,297.85,89,100,1.26,ID,1680224747
481,mahibadhoo,3.7833,72.9667,300.76,76,99,3.93,MV,1680224333
482,cap malheureux,-19.9842,57.6142,300.08,78,26,2.24,MU,1680224576
483,mitsamiouli,-11.3847,43.2844,300.72,77,22,2.46,KM,1680224748
484,muskegon,43.3,-86.1334,276.81,80,100,3.09,US,1680224576
485,manokwari,-0.8667,134.0833,301.5,72,100,2.87,ID,1680224748
486,mersing,2.4312,103.8405,297.1,94,20,2.06,MY,1680224748
487,mahanoro,-19.9,48.8,297.85,88,97,1.1,MG,1680224748
488,saint-joseph,-21.3667,55.6167,297.36,84,51,1.94,RE,1680224748
489,santa maria la alta,18.6,-97.6667,293.68,42,100,3.95,MX,1680224748
490,batagay,67.6333,134.6333,257.82,89,100,4.01,RU,1680224599
491,standerton,-26.9337,29.2415,286.27,87,81,2.98,ZA,1680224749
492,beni suef,29.0731,31.0979,283.39,51,0,4.29,EG,1680224749
493,cayenne,4.9333,-52.3333,298.17,88,75,3.09,GF,1680224288
494,somova,45.1833,28.6667,275.51,48,15,2.06,RO,1680224749
495,san patricio,28.017,-97.5169,298.07,89,100,7.44,US,1680224293
496,collierville,35.042,-89.6645,295.21,26,100,4.63,US,1680224638
497,warrington,53.3925,-2.5802,283.89,91,75,5.66,GB,1680224749
498,colares,38.7992,-9.4469,289.81,94,100,5.81,PT,1680224572
499,khandbari,27.3747,87.2039,290.41,48,9,1.18,NP,1680224749
500,padang,-0.9492,100.3543,296.18,81,100,1.13,ID,1680224539
501,bandarbeyla,9.4942,50.8122,299.66,75,24,1.64,SO,1680224750
502,teguise,29.0605,-13.564,296.27,33,0,10.29,ES,1680224365
503,fontenay-le-comte,46.5833,-1.0,285.95,89,50,10.81,FR,1680224750
504,san luis,-33.295,-66.3356,290.71,61,0,3.72,AR,1680224593
505,general higinio morinigo,-25.95,-55.9167,295.02,88,31,1.88,PY,1680224750
506,itarema,-2.9248,-39.9167,298.37,85,100,3.39,BR,1680224292
507,sol-iletsk,51.1631,54.9918,277.02,72,100,10.85,RU,1680224751
508,anju,39.6178,125.6647,286.79,41,0,0.96,KP,1680224751
509,borgarnes,64.5383,-21.9206,278.18,91,100,2.17,IS,1680224751
510,erenhot,43.6475,111.9767,286.44,26,100,9.04,CN,1680224751
511,les cayes,18.2,-73.75,297.19,80,28,1.4,HT,1680224751
512,paso de patria,-27.2454,-58.5454,298.18,65,0,2.73,AR,1680224752
513,sturgis,41.7992,-85.4192,281.96,61,40,3.09,US,1680224752
514,manuk mangkaw,4.8,119.85,300.4,79,98,3.8,PH,1680224752
515,fortuna,40.5982,-124.1573,284.25,72,92,0.45,US,1680224752
516,brasilia,-15.7797,-47.9297,297.66,50,0,2.57,BR,1680224724
517,mandal,25.45,74.5667,292.66,62,0,2.88,IN,1680224753
518,coquimbo,-29.9533,-71.3436,290.0,82,0,1.03,CL,1680224308
519,caravelas,-17.7125,-39.2481,297.84,79,12,2.65,BR,1680224332
520,torit,4.4133,32.5678,296.56,71,92,2.1,SS,1680224753
521,ambilobe,-13.2,49.05,296.1,95,100,1.0,MG,1680224286
522,zyryanka,65.75,150.85,271.17,76,17,5.77,RU,1680224753
523,port hedland,-20.3167,118.5667,303.18,70,34,1.54,AU,1680224565
524,sarakhs,36.5449,61.1577,292.28,45,0,1.82,IR,1680224753
525,suksun,57.1431,57.3949,271.64,66,29,7.47,RU,1680224753
526,berlevag,70.8578,29.0864,265.12,86,70,8.75,NO,1680224286
527,porbandar,21.6422,69.6093,296.62,79,0,3.27,IN,1680224754
528,pangnirtung,66.1451,-65.7125,258.1,95,100,1.15,CA,1680224310
529,shelburne,44.0787,-80.2041,273.4,71,100,2.02,CA,1680224754
530,anda,46.4,125.3167,287.13,29,0,2.45,CN,1680224754
531,stephenville,32.2207,-98.2023,294.95,92,100,9.26,US,1680224754
532,bolshaya sosnova,57.6713,54.6029,271.57,73,99,5.67,RU,1680224754
533,zhigansk,66.7697,123.3711,254.99,78,97,8.24,RU,1680224755
534,rocha,-34.4833,-54.3333,291.01,88,100,1.61,UY,1680224327
535,vallenar,-28.5708,-70.7581,294.91,61,0,0.83,CL,1680224755
536,cabra,37.4725,-4.4421,286.84,67,100,1.34,ES,1680224755
537,abashiri,44.0213,144.2697,283.31,71,75,6.69,JP,1680224755
538,lazaro cardenas,17.9583,-102.2,299.24,63,100,3.09,MX,1680224581
539,santiago del estero,-27.7951,-64.2615,298.41,68,0,2.14,AR,1680224358
540,culfa,38.9558,45.6308,282.08,60,100,0.48,AZ,1680224755
541,shestakovo,56.4915,103.96,265.47,84,100,5.06,RU,1680224755
542,kasane,-17.8167,25.15,291.51,66,89,2.7,BW,1680224755
543,guozhen,34.3659,107.359,287.66,50,51,1.17,CN,1680224755
544,bozhou,33.8772,115.7703,287.71,55,93,5.12,CN,1680224496
545,diego de almagro,-26.3667,-70.05,289.47,71,0,0.79,CL,1680224565
546,dodge city,37.7528,-100.0171,291.45,80,8,6.71,US,1680224551
547,havelock,34.8791,-76.9013,287.12,81,36,0.89,US,1680224756
548,loreto,22.2667,-101.9667,296.85,18,100,3.75,MX,1680224535
549,shache,38.4167,77.2406,286.5,18,100,0.66,CN,1680224757
550,rolante,-29.6506,-50.5758,297.4,89,99,0.71,BR,1680224757
551,skibbereen,51.55,-9.2667,283.77,96,100,5.84,IE,1680224285
552,termini imerese,37.9837,13.6956,288.61,66,0,4.42,IT,1680224757
553,pombas,17.1503,-25.0201,294.03,78,3,3.95,CV,1680224758
554,dakar,14.6937,-17.4441,295.64,100,40,1.03,SN,1680224614
555,easton,40.6884,-75.2207,277.24,40,0,0.43,US,1680224653
